nume_judet	salariu_mediu_net	populatie	nr_someri_per_capita	nume_localitate	nume_localitate_search	tip_localitate	teritoriu
alba	2846	376589	71.7449037912	plai	plai$	sat	rural
alba	2846	376589	71.7449037912	plaiuri	plaiuri$	sat	rural
alba	2846	376589	71.7449037912	plescuta	plescuta$	sat	rural
alba	2846	376589	71.7449037912	plesesti	plesesti$	sat	rural
alba	2846	376589	71.7449037912	plesi	plesi$	sat	rural
alba	2846	376589	71.7449037912	plisti	plisti$	sat	rural
alba	2846	376589	71.7449037912	podu lui paul	podu lui paul$	sat	rural
alba	2846	376589	71.7449037912	poduri-bricesti	poduri-bricesti$	sat	rural
alba	2846	376589	71.7449037912	poiana	poiana$	sat	rural
alba	2846	376589	71.7449037912	poiana aiudului	poiana aiudului$	sat	rural
alba	2846	376589	71.7449037912	poiana ampoiului	poiana ampoiului$	sat	rural
alba	2846	376589	71.7449037912	poiana galdei	poiana galdei$	sat	rural
alba	2846	376589	71.7449037912	poiana ursului	poiana ursului$	sat	rural
alba	2846	376589	71.7449037912	poiana vadului	poiana vadului$	sat	rural
alba	2846	376589	71.7449037912	poieni	poieni$	sat	rural
alba	2846	376589	71.7449037912	poienile-mogos	poienile-mogos$	sat	rural
alba	2846	376589	71.7449037912	poienita	poienita$	sat	rural
alba	2846	376589	71.7449037912	poiu	poiu$	sat	rural
alba	2846	376589	71.7449037912	ponor	ponor$	sat	rural
alba	2846	376589	71.7449037912	ponorel	ponorel$	sat	rural
alba	2846	376589	71.7449037912	popesti	popesti$	sat	rural
alba	2846	376589	71.7449037912	popestii de jos	popestii de jos$	sat	rural
alba	2846	376589	71.7449037912	popestii de sus	popestii de sus$	sat	rural
alba	2846	376589	71.7449037912	posaga de jos	posaga de jos$	sat	rural
alba	2846	376589	71.7449037912	posaga de sus	posaga de sus$	sat	rural
alba	2846	376589	71.7449037912	posogani	posogani$	sat	rural
alba	2846	376589	71.7449037912	potionci	potionci$	sat	rural
alba	2846	376589	71.7449037912	preluca	preluca$	sat	rural
alba	2846	376589	71.7449037912	presaca ampoiului	presaca ampoiului$	sat	rural
alba	2846	376589	71.7449037912	puiuletesti	puiuletesti$	sat	rural
alba	2846	376589	71.7449037912	purcareti	purcareti$	sat	rural
alba	2846	376589	71.7449037912	puselesti	puselesti$	sat	rural
alba	2846	376589	71.7449037912	racatau	racatau$	sat	rural
alba	2846	376589	71.7449037912	rachis	rachis$	sat	rural
alba	2846	376589	71.7449037912	rachita	rachita$	sat	rural
alba	2846	376589	71.7449037912	radesti	radesti$	sat	rural
alba	2846	376589	71.7449037912	rahau	rahau$	sat	rural
alba	2846	376589	71.7449037912	raicani	raicani$	sat	rural
alba	2846	376589	71.7449037912	ramet	ramet$	sat	rural
alba	2846	376589	71.7449037912	ratitis	ratitis$	sat	rural
alba	2846	376589	71.7449037912	ravicesti	ravicesti$	sat	rural
alba	2846	376589	71.7449037912	razboieni-cetate	razboieni-cetate$	sat	rural
alba	2846	376589	71.7449037912	reciu	reciu$	sat	rural
alba	2846	376589	71.7449037912	remetea	remetea$	sat	rural
alba	2846	376589	71.7449037912	rimetea	rimetea$	sat	rural
alba	2846	376589	71.7449037912	robesti	robesti$	sat	rural
alba	2846	376589	71.7449037912	rogoz	rogoz$	sat	rural
alba	2846	376589	71.7449037912	rosesti	rosesti$	sat	rural
alba	2846	376589	71.7449037912	rosia de secas	rosia de secas$	sat	rural
alba	2846	376589	71.7449037912	rosia montana	rosia montana$	sat	rural
alba	2846	376589	71.7449037912	runc	runc$	sat	rural
alba	2846	376589	71.7449037912	runcuri	runcuri$	sat	rural
alba	2846	376589	71.7449037912	rusesti	rusesti$	sat	rural
alba	2846	376589	71.7449037912	rusi	rusi$	sat	rural
alba	2846	376589	71.7449037912	sagagea	sagagea$	sat	rural
alba	2846	376589	71.7449037912	salagesti	salagesti$	sat	rural
alba	2846	376589	71.7449037912	salciua de jos	salciua de jos$	sat	rural
alba	2846	376589	71.7449037912	salciua de sus	salciua de sus$	sat	rural
alba	2846	376589	71.7449037912	salistea	salistea$	sat	rural
alba	2846	376589	71.7449037912	salistea-deal	salistea-deal$	sat	rural
alba	2846	376589	71.7449037912	sanbenedic	sanbenedic$	sat	rural
alba	2846	376589	71.7449037912	sancel	sancel$	sat	rural
alba	2846	376589	71.7449037912	sancrai	sancrai$	sat	rural
alba	2846	376589	71.7449037912	sanmiclaus	sanmiclaus$	sat	rural
alba	2846	376589	71.7449037912	santamarie	santamarie$	sat	rural
alba	2846	376589	71.7449037912	santimbru	santimbru$	sat	rural
alba	2846	376589	71.7449037912	saracsau	saracsau$	sat	rural
alba	2846	376589	71.7449037912	sard	sard$	sat	rural
alba	2846	376589	71.7449037912	sartas	sartas$	sat	rural
alba	2846	376589	71.7449037912	sasa	sasa$	sat	rural
alba	2846	376589	71.7449037912	sasciori	sasciori$	sat	rural
alba	2846	376589	71.7449037912	scarisoara	scarisoara$	sat	rural
alba	2846	376589	71.7449037912	scoarta	scoarta$	sat	rural
alba	2846	376589	71.7449037912	sebes	sebes$	municipiu	urban
alba	2846	376589	71.7449037912	sebesel	sebesel$	sat	rural
alba	2846	376589	71.7449037912	sebisesti	sebisesti$	sat	rural
alba	2846	376589	71.7449037912	secasel	secasel$	sat	rural
alba	2846	376589	71.7449037912	segaj	segaj$	sat	rural
alba	2846	376589	71.7449037912	seusa	seusa$	sat	rural
alba	2846	376589	71.7449037912	sfarcea	sfarcea$	sat	rural
alba	2846	376589	71.7449037912	sfoartea	sfoartea$	sat	rural
alba	2846	376589	71.7449037912	sibot	sibot$	sat	rural
alba	2846	376589	71.7449037912	sicoiesti	sicoiesti$	sat	rural
alba	2846	376589	71.7449037912	silea	silea$	sat	rural
alba	2846	376589	71.7449037912	silivas	silivas$	sat	rural
alba	2846	376589	71.7449037912	simocesti	simocesti$	sat	rural
alba	2846	376589	71.7449037912	simulesti	simulesti$	sat	rural
alba	2846	376589	71.7449037912	snide	snide$	sat	rural
alba	2846	376589	71.7449037912	soal	soal$	sat	rural
alba	2846	376589	71.7449037912	sohodol	sohodol$	sat	rural
alba	2846	376589	71.7449037912	soicesti	soicesti$	sat	rural
alba	2846	376589	71.7449037912	soimus	soimus$	sat	rural
alba	2846	376589	71.7449037912	sona	sona$	sat	rural
alba	2846	376589	71.7449037912	spalnaca	spalnaca$	sat	rural
alba	2846	376589	71.7449037912	spatac	spatac$	sat	rural
alba	2846	376589	71.7449037912	spring	spring$	sat	rural
alba	2846	376589	71.7449037912	stalnisoara	stalnisoara$	sat	rural
alba	2846	376589	71.7449037912	stana de mures	stana de mures$	sat	rural
alba	2846	376589	71.7449037912	stanesti	stanesti$	sat	rural
alba	2846	376589	71.7449037912	stauini	stauini$	sat	rural
alba	2846	376589	71.7449037912	stefanca	stefanca$	sat	rural
alba	2846	376589	71.7449037912	stei-arieseni	stei-arieseni$	sat	rural
alba	2846	376589	71.7449037912	stertesti	stertesti$	sat	rural
alba	2846	376589	71.7449037912	stiuleti	stiuleti$	sat	rural
alba	2846	376589	71.7449037912	straja	straja$	sat	rural
alba	2846	376589	71.7449037912	stremt	stremt$	sat	rural
alba	2846	376589	71.7449037912	strungari	strungari$	sat	rural
alba	2846	376589	71.7449037912	sturu	sturu$	sat	rural
alba	2846	376589	71.7449037912	sub piatra	sub piatra$	sat	rural
alba	2846	376589	71.7449037912	sucesti	sucesti$	sat	rural
alba	2846	376589	71.7449037912	sugag	sugag$	sat	rural
alba	2846	376589	71.7449037912	surdesti	surdesti$	sat	rural
alba	2846	376589	71.7449037912	suseni	suseni$	sat	rural
alba	2846	376589	71.7449037912	tamboresti	tamboresti$	sat	rural
alba	2846	376589	71.7449037912	taranesti	taranesti$	sat	rural
alba	2846	376589	71.7449037912	tarina	tarina$	sat	rural
alba	2846	376589	71.7449037912	tarsa	tarsa$	sat	rural
alba	2846	376589	71.7449037912	tarsa-plai	tarsa-plai$	sat	rural
alba	2846	376589	71.7449037912	tartaria	tartaria$	sat	rural
alba	2846	376589	71.7449037912	tatarlaua	tatarlaua$	sat	rural
alba	2846	376589	71.7449037912	tau	tau$	sat	rural
alba	2846	376589	71.7449037912	tau bistra	tau bistra$	sat	rural
alba	2846	376589	71.7449037912	tauni	tauni$	sat	rural
alba	2846	376589	71.7449037912	tauti	tauti$	sat	rural
alba	2846	376589	71.7449037912	tecsesti	tecsesti$	sat	rural
alba	2846	376589	71.7449037912	teiu	teiu$	sat	rural
alba	2846	376589	71.7449037912	teius	teius$	oras	urban
alba	2846	376589	71.7449037912	teleac	teleac$	sat	rural
alba	2846	376589	71.7449037912	telna	telna$	sat	rural
alba	2846	376589	71.7449037912	tibru	tibru$	sat	rural
alba	2846	376589	71.7449037912	tifra	tifra$	sat	rural
alba	2846	376589	71.7449037912	toci	toci$	sat	rural
alba	2846	376589	71.7449037912	tolacesti	tolacesti$	sat	rural
alba	2846	376589	71.7449037912	tomesti	tomesti$	sat	rural
alba	2846	376589	71.7449037912	tomnatec	tomnatec$	sat	rural
alba	2846	376589	71.7449037912	tomutesti	tomutesti$	sat	rural
alba	2846	376589	71.7449037912	tonea	tonea$	sat	rural
alba	2846	376589	71.7449037912	totesti	totesti$	sat	rural
alba	2846	376589	71.7449037912	totoi	totoi$	sat	rural
alba	2846	376589	71.7449037912	trampoiele	trampoiele$	sat	rural
alba	2846	376589	71.7449037912	trancesti	trancesti$	sat	rural
alba	2846	376589	71.7449037912	trifesti	trifesti$	sat	rural
alba	2846	376589	71.7449037912	trisoresti	trisoresti$	sat	rural
alba	2846	376589	71.7449037912	turdas	turdas$	sat	rural
alba	2846	376589	71.7449037912	ungurei	ungurei$	sat	rural
alba	2846	376589	71.7449037912	unirea	unirea$	sat	rural
alba	2846	376589	71.7449037912	urdes	urdes$	sat	rural
alba	2846	376589	71.7449037912	vadu motilor	vadu motilor$	sat	rural
alba	2846	376589	71.7449037912	vai	vai$	sat	rural
alba	2846	376589	71.7449037912	valcaneasa	valcaneasa$	sat	rural
alba	2846	376589	71.7449037912	valcea	valcea$	sat	rural
alba	2846	376589	71.7449037912	valcesti	valcesti$	sat	rural
alba	2846	376589	71.7449037912	vale in jos	vale in jos$	sat	rural
alba	2846	376589	71.7449037912	valea abruzel	valea abruzel$	sat	rural
alba	2846	376589	71.7449037912	valea alba	valea alba$	sat	rural
alba	2846	376589	71.7449037912	valea barlutesti	valea barlutesti$	sat	rural
alba	2846	376589	71.7449037912	valea barnii	valea barnii$	sat	rural
alba	2846	376589	71.7449037912	valea bucurului	valea bucurului$	sat	rural
alba	2846	376589	71.7449037912	valea cerbului	valea cerbului$	sat	rural
alba	2846	376589	71.7449037912	valea ciuciului	valea ciuciului$	sat	rural
alba	2846	376589	71.7449037912	valea cocesti	valea cocesti$	sat	rural
alba	2846	376589	71.7449037912	valea fagetului	valea fagetului$	sat	rural
alba	2846	376589	71.7449037912	valea giogesti	valea giogesti$	sat	rural
alba	2846	376589	71.7449037912	valea goblii	valea goblii$	sat	rural
alba	2846	376589	71.7449037912	valea holhorii	valea holhorii$	sat	rural
alba	2846	376589	71.7449037912	valea inzelului	valea inzelului$	sat	rural
alba	2846	376589	71.7449037912	valea larga	valea larga$	sat	rural
alba	2846	376589	71.7449037912	valea lui mihai	valea lui mihai$	sat	rural
alba	2846	376589	71.7449037912	valea lunga	valea lunga$	sat	rural
alba	2846	376589	71.7449037912	valea lupsii	valea lupsii$	sat	rural
alba	2846	376589	71.7449037912	valea maciului	valea maciului$	sat	rural
alba	2846	376589	71.7449037912	valea manastirii	valea manastirii$	sat	rural
alba	2846	376589	71.7449037912	valea mare	valea mare$	sat	rural
alba	2846	376589	71.7449037912	valea mica	valea mica$	sat	rural
alba	2846	376589	71.7449037912	valea mlacii	valea mlacii$	sat	rural
alba	2846	376589	71.7449037912	valea morii	valea morii$	sat	rural
alba	2846	376589	71.7449037912	valea negrilesii	valea negrilesii$	sat	rural
alba	2846	376589	71.7449037912	valea poienii	valea poienii$	sat	rural
alba	2846	376589	71.7449037912	valea sasului	valea sasului$	sat	rural
alba	2846	376589	71.7449037912	valea sesii	valea sesii$	sat	rural
alba	2846	376589	71.7449037912	valea tupilor	valea tupilor$	sat	rural
alba	2846	376589	71.7449037912	valea utului	valea utului$	sat	rural
alba	2846	376589	71.7449037912	valea uzei	valea uzei$	sat	rural
alba	2846	376589	71.7449037912	valea verde	valea verde$	sat	rural
alba	2846	376589	71.7449037912	valea vintului	valea vintului$	sat	rural
alba	2846	376589	71.7449037912	valeni	valeni$	sat	rural
alba	2846	376589	71.7449037912	valisoara	valisoara$	sat	rural
alba	2846	376589	71.7449037912	valtori	valtori$	sat	rural
alba	2846	376589	71.7449037912	vama seaca	vama seaca$	sat	rural
alba	2846	376589	71.7449037912	vanvucesti	vanvucesti$	sat	rural
alba	2846	376589	71.7449037912	varsi-rontu	varsi-rontu$	sat	rural
alba	2846	376589	71.7449037912	varsii mari	varsii mari$	sat	rural
alba	2846	376589	71.7449037912	varsii mici	varsii mici$	sat	rural
alba	2846	376589	71.7449037912	vartanesti	vartanesti$	sat	rural
alba	2846	376589	71.7449037912	vartop	vartop$	sat	rural
alba	2846	376589	71.7449037912	vasesti	vasesti$	sat	rural
alba	2846	376589	71.7449037912	verdesti	verdesti$	sat	rural
alba	2846	376589	71.7449037912	veseus	veseus$	sat	rural
alba	2846	376589	71.7449037912	vidolm	vidolm$	sat	rural
alba	2846	376589	71.7449037912	vidra	vidra$	sat	rural
alba	2846	376589	71.7449037912	vidrisoara	vidrisoara$	sat	rural
alba	2846	376589	71.7449037912	viezuri	viezuri$	sat	rural
alba	2846	376589	71.7449037912	vingard	vingard$	sat	rural
alba	2846	376589	71.7449037912	vinta	vinta$	sat	rural
alba	2846	376589	71.7449037912	vintu de jos	vintu de jos$	sat	rural
alba	2846	376589	71.7449037912	vladesti	vladesti$	sat	rural
alba	2846	376589	71.7449037912	vladosesti	vladosesti$	sat	rural
alba	2846	376589	71.7449037912	vulcan	vulcan$	sat	rural
alba	2846	376589	71.7449037912	vurpar	vurpar$	sat	rural
alba	2846	376589	71.7449037912	zagris	zagris$	sat	rural
alba	2846	376589	71.7449037912	zanzesti	zanzesti$	sat	rural
alba	2846	376589	71.7449037912	zaries	zaries$	sat	rural
alba	2846	376589	71.7449037912	zlatna	zlatna$	oras	urban
arad	2720	471155	203.0840517241	aciuta	aciuta$	sat	rural
arad	2720	471155	203.0840517241	adea	adea$	sat	rural
arad	2720	471155	203.0840517241	agrisu mare	agrisu mare$	sat	rural
arad	2720	471155	203.0840517241	agrisu mic	agrisu mic$	sat	rural
arad	2720	471155	203.0840517241	aldesti	aldesti$	sat	rural
arad	2720	471155	203.0840517241	almas	almas$	sat	rural
arad	2720	471155	203.0840517241	alunis	alunis$	sat	rural
arad	2720	471155	203.0840517241	andrei saguna	andrei saguna$	sat	rural
arad	2720	471155	203.0840517241	apateu	apateu$	sat	rural
arad	2720	471155	203.0840517241	arad	arad$	municipiu	urban
arad	2720	471155	203.0840517241	araneag	araneag$	sat	rural
arad	2720	471155	203.0840517241	archis	archis$	sat	rural
arad	2720	471155	203.0840517241	avram iancu	avram iancu$	sat	rural
arad	2720	471155	203.0840517241	bacau de mijloc	bacau de mijloc$	sat	rural
arad	2720	471155	203.0840517241	baia	baia$	sat	rural
arad	2720	471155	203.0840517241	banesti	banesti$	sat	rural
arad	2720	471155	203.0840517241	baratca	baratca$	sat	rural
arad	2720	471155	203.0840517241	barsa	barsa$	sat	rural
arad	2720	471155	203.0840517241	barzava	barzava$	sat	rural
arad	2720	471155	203.0840517241	barzesti	barzesti$	sat	rural
arad	2720	471155	203.0840517241	bata	bata$	sat	rural
arad	2720	471155	203.0840517241	batuta	batuta$	sat	rural
arad	2720	471155	203.0840517241	beliu	beliu$	sat	rural
arad	2720	471155	203.0840517241	belotint	belotint$	sat	rural
arad	2720	471155	203.0840517241	benesti	benesti$	sat	rural
arad	2720	471155	203.0840517241	berechiu	berechiu$	sat	rural
arad	2720	471155	203.0840517241	berindia	berindia$	sat	rural
arad	2720	471155	203.0840517241	birchis	birchis$	sat	rural
arad	2720	471155	203.0840517241	bochia	bochia$	sat	rural
arad	2720	471155	203.0840517241	bocsig	bocsig$	sat	rural
arad	2720	471155	203.0840517241	bodesti	bodesti$	sat	rural
arad	2720	471155	203.0840517241	bodrogu nou	bodrogu nou$	sat	rural
arad	2720	471155	203.0840517241	bodrogu vechi	bodrogu vechi$	sat	rural
arad	2720	471155	203.0840517241	bontesti	bontesti$	sat	rural
arad	2720	471155	203.0840517241	botfei	botfei$	sat	rural
arad	2720	471155	203.0840517241	brazii	brazii$	sat	rural
arad	2720	471155	203.0840517241	brusturi	brusturi$	sat	rural
arad	2720	471155	203.0840517241	bruznic	bruznic$	sat	rural
arad	2720	471155	203.0840517241	buceava-soimus	buceava-soimus$	sat	rural
arad	2720	471155	203.0840517241	budesti	budesti$	sat	rural
arad	2720	471155	203.0840517241	buhani	buhani$	sat	rural
arad	2720	471155	203.0840517241	bulci	bulci$	sat	rural
arad	2720	471155	203.0840517241	buteni	buteni$	sat	rural
arad	2720	471155	203.0840517241	calugareni	calugareni$	sat	rural
arad	2720	471155	203.0840517241	camna	camna$	sat	rural
arad	2720	471155	203.0840517241	capalnas	capalnas$	sat	rural
arad	2720	471155	203.0840517241	caprioara	caprioara$	sat	rural
arad	2720	471155	203.0840517241	capruta	capruta$	sat	rural
arad	2720	471155	203.0840517241	carand	carand$	sat	rural
arad	2720	471155	203.0840517241	cermei	cermei$	sat	rural
arad	2720	471155	203.0840517241	chelmac	chelmac$	sat	rural
arad	2720	471155	203.0840517241	cherelus	cherelus$	sat	rural
arad	2720	471155	203.0840517241	chesint	chesint$	sat	rural
arad	2720	471155	203.0840517241	chier	chier$	sat	rural
arad	2720	471155	203.0840517241	chisindia	chisindia$	sat	rural
arad	2720	471155	203.0840517241	chisineu-cris	chisineu-cris$	oras	urban
arad	2720	471155	203.0840517241	chislaca	chislaca$	sat	rural
arad	2720	471155	203.0840517241	cicir	cicir$	sat	rural
arad	2720	471155	203.0840517241	cil	cil$	sat	rural
arad	2720	471155	203.0840517241	cintei	cintei$	sat	rural
arad	2720	471155	203.0840517241	ciuntesti	ciuntesti$	sat	rural
arad	2720	471155	203.0840517241	cladova	cladova$	sat	rural
arad	2720	471155	203.0840517241	clit	clit$	sat	rural
arad	2720	471155	203.0840517241	cociuba	cociuba$	sat	rural
arad	2720	471155	203.0840517241	comanesti	comanesti$	sat	rural
arad	2720	471155	203.0840517241	conop	conop$	sat	rural
arad	2720	471155	203.0840517241	corbesti	corbesti$	sat	rural
arad	2720	471155	203.0840517241	coroi	coroi$	sat	rural
arad	2720	471155	203.0840517241	covasant	covasant$	sat	rural
arad	2720	471155	203.0840517241	craiva	craiva$	sat	rural
arad	2720	471155	203.0840517241	cristesti	cristesti$	sat	rural
arad	2720	471155	203.0840517241	crocna	crocna$	sat	rural
arad	2720	471155	203.0840517241	cruceni	cruceni$	sat	rural
arad	2720	471155	203.0840517241	cuias	cuias$	sat	rural
arad	2720	471155	203.0840517241	cuied	cuied$	sat	rural
arad	2720	471155	203.0840517241	curtici	curtici$	oras	urban
arad	2720	471155	203.0840517241	cuvesdia	cuvesdia$	sat	rural
arad	2720	471155	203.0840517241	cuvin	cuvin$	sat	rural
arad	2720	471155	203.0840517241	dezna	dezna$	sat	rural
arad	2720	471155	203.0840517241	dieci	dieci$	sat	rural
arad	2720	471155	203.0840517241	donceni	donceni$	sat	rural
arad	2720	471155	203.0840517241	dorgos	dorgos$	sat	rural
arad	2720	471155	203.0840517241	dorobanti	dorobanti$	sat	rural
arad	2720	471155	203.0840517241	draut	draut$	sat	rural
arad	2720	471155	203.0840517241	dud	dud$	sat	rural
arad	2720	471155	203.0840517241	dulcele	dulcele$	sat	rural
arad	2720	471155	203.0840517241	dumbrava	dumbrava$	sat	rural
arad	2720	471155	203.0840517241	dumbravita	dumbravita$	sat	rural
arad	2720	471155	203.0840517241	fantanele	fantanele$	sat	rural
arad	2720	471155	203.0840517241	felnac	felnac$	sat	rural
arad	2720	471155	203.0840517241	fenis	fenis$	sat	rural
arad	2720	471155	203.0840517241	firiteaz	firiteaz$	sat	rural
arad	2720	471155	203.0840517241	fiscut	fiscut$	sat	rural
arad	2720	471155	203.0840517241	frumuseni	frumuseni$	sat	rural
arad	2720	471155	203.0840517241	galsa	galsa$	sat	rural
arad	2720	471155	203.0840517241	ghioroc	ghioroc$	sat	rural
arad	2720	471155	203.0840517241	graniceri	graniceri$	sat	rural
arad	2720	471155	203.0840517241	groseni	groseni$	sat	rural
arad	2720	471155	203.0840517241	grosi	grosi$	sat	rural
arad	2720	471155	203.0840517241	grosii noi	grosii noi$	sat	rural
arad	2720	471155	203.0840517241	gura vaii	gura vaii$	sat	rural
arad	2720	471155	203.0840517241	gurahont	gurahont$	sat	rural
arad	2720	471155	203.0840517241	gurba	gurba$	sat	rural
arad	2720	471155	203.0840517241	halalis	halalis$	sat	rural
arad	2720	471155	203.0840517241	halmagel	halmagel$	sat	rural
